	HCT_WT2	SW837D	R1-1	HCT_WT3	SW837	HCT116	HCT_WT1	SW620	R1-2	R1-3
ENSG00000163359	1	3	5	0	67	18	1	8	1	0
ENSG00000222022	0	0	0	0	0	0	0	0	0	0
ENSG00000222032	0	0	0	0	0	0	0	1	0	0
ENSG00000115648	139	133	217	126	635	2056	324	9	55	70
ENSG00000277842	0	0	0	0	0	0	0	0	0	0
ENSG00000222449	0	0	0	0	0	0	0	0	0	0
ENSG00000071677	0	0	0	0	0	0	0	0	0	0
ENSG00000124839	534	48	438	509	573	782	704	1456	247	293
ENSG00000234949	95	26	75	81	130	81	102	51	41	22
ENSG00000227107	0	0	0	0	0	0	0	0	0	0
ENSG00000124831	2996	1126	2920	2998	4562	4415	3651	4041	2323	2227
ENSG00000177483	14	6	4	7	27	25	14	16	5	3
ENSG00000132329	105	60	217	80	345	458	288	698	40	51
ENSG00000263723	2	1	0	0	2	1	5	2	1	0
ENSG00000184182	91	57	118	129	241	222	147	283	149	117
ENSG00000258984	2	0	0	5	0	10	4	3	1	0
ENSG00000251971	0	0	0	0	0	0	0	0	0	0
ENSG00000132330	138	59	96	360	161	270	116	229	179	163
ENSG00000144488	2	0	0	6	7	12	0	11	1	1
ENSG00000168427	4	3	0	1	41	28	10	63	0	1
ENSG00000279484	0	0	0	0	2	2	0	1	0	0
ENSG00000178752	112	23	167	144	160	209	225	154	66	68
ENSG00000132323	754	198	377	1005	838	1025	723	849	694	698
ENSG00000186235	0	0	0	0	0	0	0	1	0	0
ENSG00000225057	1	2	2	1	2	2	3	23	0	0
ENSG00000144485	154	12	175	255	107	624	166	3950	139	164
ENSG00000132326	331	128	791	783	954	1139	734	1442	330	382
ENSG00000283635	4	1	9	1	4	0	12	28	2	5
ENSG00000232306	0	0	0	0	0	0	0	2	0	0
ENSG00000204104	558	134	630	602	712	933	819	1004	507	495
ENSG00000202099	0	0	0	0	0	0	2	1	0	0
ENSG00000065802	553	203	430	844	1117	1131	711	1761	417	409
ENSG00000229915	0	0	1	1	3	4	1	1	0	1
ENSG00000274346	9	3	4	4	4	8	4	11	1	3
ENSG00000225493	0	0	0	0	0	0	0	0	0	0
ENSG00000234279	0	0	0	0	0	0	0	0	0	0
ENSG00000224252	0	0	0	0	0	0	0	0	0	0
ENSG00000226992	0	0	0	0	0	0	0	0	0	0
ENSG00000233608	0	0	0	0	0	0	0	13	0	0
ENSG00000227744	0	0	0	1	1	0	0	14	0	0
ENSG00000068024	527	363	510	548	2091	1353	938	17779	291	336
ENSG00000266109	1	0	0	0	0	0	0	16	0	0
ENSG00000264810	1	0	1	2	7	3	0	41	0	1
ENSG00000265215	0	0	0	0	0	0	0	0	0	0
ENSG00000264292	1	2	0	2	2	12	8	5	1	1
ENSG00000222020	6	6	19	12	16	25	23	6	11	5
ENSG00000196758	0	0	0	0	0	0	0	0	0	0
ENSG00000227459	0	0	0	0	0	0	0	0	0	0
ENSG00000259889	0	0	0	0	0	0	0	0	0	0
ENSG00000220256	0	0	0	0	0	0	0	0	0	0
ENSG00000130414	2009	942	1380	2822	4376	3525	2606	2989	1840	1853
ENSG00000264279	0	2	0	8	1	0	10	12	1	0
ENSG00000182083	0	0	0	0	2	0	0	0	0	0
ENSG00000221961	0	0	0	0	0	0	0	0	0	0
ENSG00000178586	0	0	0	0	0	0	0	0	0	0
ENSG00000231278	0	0	0	1	0	0	0	0	0	0
ENSG00000213048	0	0	0	0	0	0	0	0	0	0
ENSG00000172428	301	124	208	522	690	458	303	567	438	413
ENSG00000178602	0	0	0	0	0	0	0	0	0	0
ENSG00000227479	8	5	9	17	21	1	32	1	5	11
ENSG00000276366	0	0	0	0	0	0	0	0	0	0
ENSG00000063660	927	855	1120	2036	3349	4096	1149	1007	1176	1099
ENSG00000218416	3	1	2	2	23	4	10	37	3	1
ENSG00000207611	0	0	1	0	1	1	0	0	1	0
ENSG00000144504	402	194	393	772	914	1030	704	1333	266	263
ENSG00000188542	150	68	124	162	271	191	199	330	88	80
ENSG00000142327	726	209	945	1108	2128	2091	1248	2637	485	592
ENSG00000260942	95	32	55	157	127	109	113	270	72	92
ENSG00000142330	306	130	259	479	767	811	384	999	192	242
ENSG00000178623	211	164	434	112	1380	38	402	659	61	59
ENSG00000276949	0	0	0	0	0	0	0	0	0	0
ENSG00000185176	0	0	0	0	0	0	0	0	0	0
ENSG00000219159	0	0	0	0	0	0	0	1	0	0
ENSG00000184945	0	0	0	0	0	1	0	0	0	0
ENSG00000274977	0	0	0	0	0	0	0	0	0	0
ENSG00000130294	2	2	10	8	6	5	12	572	2	1
ENSG00000172482	6	1	7	2	5	0	14	13	0	0
ENSG00000172478	289	35	326	343	169	4	380	1006	130	109
ENSG00000226321	0	0	1	0	0	0	2	1	0	0
ENSG00000233392	0	0	0	0	5	0	0	40	0	0
ENSG00000223991	0	0	0	0	0	0	0	0	0	0
ENSG00000162804	108	5	159	54	54	541	305	157	22	32
ENSG00000229996	0	0	0	0	1	0	0	2	0	0
ENSG00000225521	0	0	0	0	0	2	2	0	0	0
ENSG00000122085	649	222	612	748	1092	694	1159	1117	495	526
ENSG00000115687	689	115	435	1318	652	1481	806	1671	610	716
ENSG00000235861	0	0	0	0	0	0	0	0	0	0
ENSG00000115685	624	210	724	648	1164	905	991	1545	627	564
ENSG00000146205	22	18	9	21	100	18	31	123	16	11
ENSG00000115677	11925	5844	11788	14209	35794	29026	20609	18841	9791	9540
ENSG00000168385	8613	3203	5531	7165	18320	12816	13694	11629	6711	6206
ENSG00000223374	0	0	0	0	0	0	0	0	0	0
ENSG00000006607	1751	901	936	2019	4911	2054	1988	1638	1257	1259
ENSG00000263752	0	0	0	0	1	3	4	1	0	0
ENSG00000224232	6	4	4	6	3	3	2	5	4	4
ENSG00000115694	1221	505	1001	1868	3105	3762	1632	3367	882	984
ENSG00000234235	2	1	0	2	1	5	2	1	2	1
ENSG00000176720	499	190	689	722	1192	1348	794	139	417	406
ENSG00000273113	4	0	1	0	6	7	10	1	4	0
ENSG00000176946	873	377	726	1773	1677	2343	978	2172	1072	1017
ENSG00000207186	0	0	1	0	1	0	1	0	0	0
ENSG00000168397	819	355	527	1232	2142	2011	901	2282	601	738
ENSG00000168393	917	330	417	1703	1618	1473	691	1509	1008	981
ENSG00000168395	1076	267	767	1847	1258	1677	1366	2495	910	1008
ENSG00000235351	0	0	0	0	0	0	0	0	0	0
ENSG00000180902	594	108	584	656	996	1163	795	573	194	265
ENSG00000215692	0	2	3	7	3	7	9	12	1	3
ENSG00000234793	0	0	0	0	0	2	0	1	0	0
ENSG00000154252	287	3	202	182	45	13	325	158	56	75
ENSG00000215023	0	0	0	0	0	0	0	0	0	0
ENSG00000224272	0	3	0	0	21	0	1	14	0	0
ENSG00000204099	94	10	51	56	166	2	232	198	30	26
ENSG00000235151	6	1	9	1	7	4	8	3	1	3
ENSG00000188389	0	4	1	0	51	0	1	3	1	1
ENSG00000188011	0	0	0	0	0	1	0	0	0	0
ENSG00000233806	12	10	14	22	28	27	33	80	3	5
ENSG00000216921	2	0	4	0	0	0	11	0	0	1
ENSG00000237940	19	18	24	23	57	63	61	79	5	12
ENSG00000280119	3	0	0	0	12	18	1	12	0	1
ENSG00000226423	0	0	0	0	0	0	0	0	0	0
ENSG00000232002	0	0	1	2	0	0	1	0	0	0
ENSG00000261186	11	0	15	7	7	5	13	6	5	4
ENSG00000220804	61	10	44	88	84	73	216	113	23	19
ENSG00000224160	0	0	0	0	0	0	0	0	0	0
ENSG00000244528	0	0	0	0	0	0	3	0	0	0
ENSG00000271153	0	0	0	0	1	1	1	2	0	0
ENSG00000223587	0	0	0	1	0	0	0	0	0	0
ENSG00000224918	0	0	0	0	0	0	0	0	0	0
ENSG00000224318	0	0	0	0	0	0	0	0	0	0
ENSG00000134121	0	0	0	0	0	0	0	0	0	0
ENSG00000252017	0	0	0	0	0	0	0	0	0	0
ENSG00000231660	0	0	0	0	0	0	0	0	0	0
ENSG00000234661	0	0	0	0	0	0	0	0	0	0
ENSG00000224957	0	0	0	0	0	0	0	0	0	0
ENSG00000238075	0	0	0	0	0	0	0	0	0	0
ENSG00000224239	0	0	0	0	0	0	0	0	0	0
ENSG00000235158	0	0	0	0	0	0	0	0	0	0
ENSG00000244169	0	0	1	0	0	0	0	0	0	0
ENSG00000134115	0	0	0	0	0	0	0	0	0	0
ENSG00000232563	0	0	0	0	0	0	0	0	0	0
ENSG00000184423	0	0	1	0	0	0	0	0	0	0
ENSG00000214074	0	0	0	0	0	0	0	0	0	0
ENSG00000214073	0	0	0	0	0	0	0	0	0	0
ENSG00000225044	0	0	0	0	0	0	0	0	0	0
ENSG00000223040	0	0	0	0	0	0	0	0	0	0
ENSG00000144619	0	0	0	0	2	17	0	1	0	0
ENSG00000227588	0	0	0	0	0	0	0	0	0	0
ENSG00000230398	0	0	0	0	0	0	0	0	0	0
ENSG00000225310	0	0	0	0	0	0	0	0	0	0
ENSG00000237990	0	0	0	0	0	0	0	0	0	0
ENSG00000091181	0	0	20	0	0	0	14	6	1	1
ENSG00000253049	0	0	0	0	0	0	0	0	0	0
ENSG00000072756	816	151	465	909	509	929	936	1406	641	652
ENSG00000113851	580	49	668	363	358	516	1195	920	366	329
ENSG00000271870	31	4	14	34	13	21	26	73	20	39
ENSG00000223727	2	0	0	1	0	1	0	0	0	0
ENSG00000144455	332	47	329	253	343	751	517	457	134	122
ENSG00000175928	192	0	211	224	0	0	301	0	192	175
ENSG00000229241	11	1	14	8	4	6	24	1	5	3
ENSG00000170364	167	28	148	209	130	352	160	513	125	136
ENSG00000234325	7	0	3	3	1	1	13	1	1	0
ENSG00000231249	4	0	4	4	3	3	8	0	2	3
ENSG00000150995	171	10	129	289	43	707	165	297	204	231
ENSG00000235947	0	0	0	0	1	0	0	3	0	0
ENSG00000275981	0	0	0	0	0	0	0	2	1	0
ENSG00000235978	1	0	0	0	4	3	0	23	0	0
ENSG00000235831	0	1	1	0	9	15	2	5	0	0
ENSG00000134107	137	82	605	115	1257	3931	228	4266	76	89
ENSG00000230182	0	0	0	0	0	0	0	0	0	0
ENSG00000224082	0	0	0	0	0	0	0	0	0	0
ENSG00000207283	0	0	0	0	0	0	0	0	0	0
ENSG00000237566	0	0	0	0	0	0	0	0	0	0
ENSG00000134108	1103	223	1029	845	1493	1896	1789	1994	869	804
ENSG00000233912	2	0	4	1	0	2	3	1	1	0
ENSG00000268509	2	0	0	0	0	2	1	3	0	0
ENSG00000134109	1658	250	1483	1746	1474	1113	2295	1888	1284	1232
ENSG00000265180	0	0	0	0	0	0	0	0	0	0
ENSG00000241227	0	0	0	0	0	0	0	0	0	0
ENSG00000230944	0	0	0	0	0	0	0	0	0	0
ENSG00000229642	0	0	1	0	1	110	0	0	0	0
ENSG00000226022	0	0	0	0	0	17	0	0	0	0
ENSG00000232958	0	0	0	0	0	3	0	0	0	0
ENSG00000189229	0	0	0	0	1	2	1	88	0	0
ENSG00000226258	0	0	0	0	0	0	0	0	0	0
ENSG00000223719	0	0	0	0	0	0	0	1	0	0
ENSG00000196277	0	2	0	0	16	0	3	9	0	0
ENSG00000236152	0	0	0	2	0	0	3	3	0	1
ENSG00000237665	0	0	0	0	0	0	0	0	0	0
ENSG00000236202	0	0	0	0	0	8	0	0	0	0
ENSG00000270207	0	0	3	2	0	8	3	0	2	0
ENSG00000227110	16	10	28	8	29	6	32	38	4	3
ENSG00000228351	0	0	0	0	0	0	0	0	0	0
ENSG00000253081	0	0	0	0	0	0	0	1	0	0
ENSG00000231401	2	2	14	1	9	1	4	1	1	0
ENSG00000071282	32	21	43	33	114	72	45	1798	26	26
ENSG00000224884	1	0	4	0	6	0	7	3	1	1
ENSG00000125046	1	3	0	5	6	35	2	28	1	2
ENSG00000215160	0	0	0	0	0	0	0	0	0	0
ENSG00000182533	0	0	0	0	0	0	0	0	0	0
ENSG00000180914	28	1	14	39	10	87	19	66	38	25
ENSG00000070950	1228	215	518	1411	663	1368	1102	1202	1077	1082
ENSG00000281863	0	0	0	0	0	0	0	0	0	0
ENSG00000199815	0	0	0	0	0	0	0	0	0	0
ENSG00000196220	27	2	110	23	59	372	117	52	18	20
ENSG00000224808	0	0	0	0	0	0	0	0	0	0
ENSG00000228723	0	0	0	0	0	0	2	0	0	0
ENSG00000227929	0	0	0	0	0	0	0	0	0	0
ENSG00000235830	0	0	0	0	0	0	0	0	0	0
ENSG00000254485	4	2	1	2	2	4	19	9	4	1
ENSG00000214041	0	0	0	0	0	0	0	0	0	0
ENSG00000206573	783	117	495	699	527	581	1218	1146	444	460
ENSG00000134077	716	282	652	711	1253	2483	897	1587	588	570
ENSG00000168137	4931	617	3895	5174	3533	8590	7422	8779	2762	2989
ENSG00000156959	0	0	0	0	0	0	1	0	0	0
ENSG00000235338	0	1	0	0	4	1	0	0	0	0
ENSG00000163719	506	61	481	784	601	1008	652	1394	418	419
ENSG00000144550	2	0	5	18	5	14	15	12	0	6
ENSG00000156983	777	170	558	1473	880	1614	824	1685	699	726
ENSG00000114026	333	71	345	639	314	409	555	725	281	266
ENSG00000134072	305	49	194	405	273	364	308	338	311	267
ENSG00000171148	1081	185	1374	1207	1586	2367	1511	2407	782	753
ENSG00000241553	772	131	468	920	890	1696	732	1604	753	712
ENSG00000250151	0	0	0	0	0	0	1	0	0	0
ENSG00000214021	309	20	403	231	222	620	713	696	120	132
ENSG00000269886	1	2	2	7	0	8	4	11	3	0
ENSG00000156990	319	65	334	482	402	979	426	1091	278	325
ENSG00000187288	6	6	2	0	19	2	4	21	0	0
ENSG00000171135	516	93	454	667	457	1165	551	1036	577	486
ENSG00000163701	227	45	177	201	270	368	356	559	86	91
ENSG00000163702	192	29	295	147	259	404	312	362	74	74
ENSG00000212327	0	0	0	0	0	0	0	0	0	0
ENSG00000163703	482	20	522	447	221	396	844	594	250	295
ENSG00000269894	18	1	20	10	6	10	31	24	8	16
ENSG00000163704	19	13	19	28	52	52	18	92	4	13
ENSG00000230082	87	19	35	144	86	153	54	88	53	72
ENSG00000269982	81	16	62	151	49	75	114	89	52	57
ENSG00000125037	537	125	514	603	625	254	772	908	502	441
ENSG00000180385	419	89	136	882	349	403	517	540	303	316
ENSG00000232901	0	0	4	0	0	2	3	0	0	0
ENSG00000206567	8	2	39	2	25	12	43	6	3	7
ENSG00000186162	59	19	52	99	101	65	92	171	53	45
ENSG00000144554	2356	504	1353	2850	2102	2526	2664	2811	1914	1848
ENSG00000201182	5	0	0	4	2	1	0	0	4	4
ENSG00000229217	0	0	0	0	1	0	0	0	0	0
ENSG00000163705	0	0	0	0	0	0	0	0	0	0
ENSG00000254999	1075	292	1042	871	1461	2044	1420	2151	848	820
ENSG00000134086	1584	218	1595	1422	1118	2506	2789	3350	1159	1060
ENSG00000134070	57	60	102	105	421	356	128	538	68	52
ENSG00000157014	440	81	304	645	465	695	441	633	423	448
ENSG00000272410	0	0	0	0	0	0	0	0	0	0
ENSG00000231177	97	3	48	146	25	56	106	95	63	60
ENSG00000157017	11	0	2	9	3	1	3	9	4	1
ENSG00000240288	113	11	58	168	19	69	138	63	72	74
ENSG00000276678	0	0	0	1	0	0	0	0	0	0
ENSG00000157020	1353	318	935	2308	1907	3200	1490	2412	1446	1459
ENSG00000157087	0	0	0	0	0	2	0	3	0	0
ENSG00000264534	0	0	0	0	0	0	0	0	0	0
ENSG00000216135	0	0	0	0	0	0	0	0	0	0
ENSG00000236999	0	0	0	0	0	0	0	0	0	0
ENSG00000224771	0	0	0	0	0	0	0	0	0	0
ENSG00000226567	0	0	0	0	0	0	0	0	0	0
ENSG00000230599	0	0	0	0	0	0	0	0	0	0
ENSG00000132164	0	0	0	0	1	0	0	0	0	0
ENSG00000157103	0	1	0	0	0	1	0	0	0	0
ENSG00000232287	0	0	0	0	0	0	0	0	0	0
ENSG00000196639	96	65	204	118	309	249	230	115	88	73
ENSG00000213964	0	0	0	0	0	0	0	0	0	0
ENSG00000197548	536	93	395	736	470	725	775	818	371	355
ENSG00000226621	0	0	0	0	0	0	0	0	0	0
ENSG00000235240	0	0	0	0	0	0	0	0	0	0
ENSG00000270531	0	0	0	0	0	0	1	6	0	0
ENSG00000144560	726	178	639	701	1407	1614	1070	3436	390	452
ENSG00000271716	0	0	0	0	0	0	0	15	0	0
ENSG00000272483	0	0	0	1	0	0	0	11	0	0
ENSG00000144559	349	62	213	497	244	446	429	549	277	281
ENSG00000230342	3	3	8	5	8	0	1	0	10	13
ENSG00000224263	0	0	0	0	0	0	0	0	0	0
ENSG00000225275	0	0	0	1	0	0	0	0	0	0
ENSG00000231897	0	0	0	0	0	0	0	0	0	0
ENSG00000251038	0	0	0	0	0	0	0	0	0	0
ENSG00000263988	0	0	0	0	0	0	0	0	0	0
ENSG00000157152	0	0	5	1	0	316	7	7	1	0
ENSG00000226642	0	0	0	0	0	2	0	0	0	0
ENSG00000157150	29	12	105	40	36	2	153	4	9	13
ENSG00000233026	0	0	0	0	0	0	0	0	0	0
ENSG00000236062	0	0	0	0	0	0	0	0	0	0
ENSG00000132170	260	159	386	248	608	1727	625	1405	162	139
ENSG00000225026	9	6	2	13	4	22	10	16	2	1
ENSG00000154743	435	124	279	640	354	1034	538	1219	337	363
ENSG00000200114	0	0	0	0	0	0	0	0	0	0
ENSG00000251774	22	3	1	18	2	7	13	12	1	3
ENSG00000225526	22	1	56	16	33	8	63	3	15	15
ENSG00000075975	694	145	701	810	781	1439	1052	1460	631	657
ENSG00000274514	1	0	0	1	0	0	3	0	0	1
ENSG00000132155	2277	350	1737	3418	1926	3747	2567	2902	1870	1963
ENSG00000233252	0	0	0	0	0	0	0	0	0	0
ENSG00000088726	2	7	24	0	23	176	6	0	0	0
ENSG00000213943	9	1	2	7	6	4	9	17	0	4
ENSG00000144712	0	0	0	0	1	11	0	1	0	2
ENSG00000272263	24	1	13	34	2	61	36	56	4	7
ENSG00000144713	8188	1438	7950	7670	7164	23748	14379	27810	5657	5508
ENSG00000207496	0	0	0	0	0	0	0	0	0	0
ENSG00000250939	0	0	0	0	0	0	0	0	0	0
ENSG00000232746	0	0	0	0	0	0	0	1	0	0
ENSG00000144711	543	123	745	939	775	2025	995	3615	482	528
ENSG00000231362	0	0	0	0	0	1	0	1	0	0
ENSG00000132182	6199	1	5581	7648	0	11785	9085	13682	4030	3847
ENSG00000238138	0	0	0	0	0	0	0	0	0	0
ENSG00000223398	0	0	0	0	0	1	0	0	0	0
ENSG00000244502	13	0	7	23	4	9	21	4	3	9
ENSG00000163517	137	18	294	150	177	365	288	575	82	96
ENSG00000163520	0	0	7	0	1	3	2	9	0	0
ENSG00000224514	0	0	0	0	0	2	0	0	0	0
ENSG00000154764	0	0	0	0	0	11	0	12	0	0
ENSG00000233121	0	0	2	0	0	1	4	1	0	0
ENSG00000275340	0	0	1	0	0	2	3	0	0	0
ENSG00000180438	1	2	0	0	11	0	0	15	0	0
ENSG00000224752	0	0	0	0	0	0	0	0	0	0
ENSG00000163528	333	90	237	441	283	738	297	524	391	394
ENSG00000170876	788	192	977	992	904	1626	1243	1962	785	694
ENSG00000268279	12	1	4	35	8	25	22	39	8	11
ENSG00000228242	14	1	8	5	7	8	19	40	2	4
ENSG00000154767	948	105	930	1069	664	1890	1550	1962	663	677
ENSG00000170860	1325	253	626	1243	1150	1450	1091	1325	1330	1184
ENSG00000255021	0	0	0	0	0	0	1	0	0	0
ENSG00000251576	6	0	10	0	2	0	20	0	0	0
ENSG00000199609	0	0	0	0	0	0	0	0	0	0
ENSG00000131389	2910	743	2780	3142	5995	2927	3734	4056	2034	1928
ENSG00000144596	0	1	2	0	9	14	0	2	0	0
ENSG00000207163	0	0	0	0	0	0	0	0	0	0
ENSG00000234123	0	0	0	0	0	0	0	0	0	1
ENSG00000283392	0	0	0	0	0	0	0	0	0	0
ENSG00000235629	4	2	3	5	2	1	9	2	0	3
ENSG00000154781	327	49	507	410	305	554	698	689	243	269
ENSG00000131379	21	0	19	51	4	16	57	6	9	12
ENSG00000230172	0	0	0	0	0	0	0	0	0	0
ENSG00000260902	0	2	0	0	5	0	0	46	0	0
ENSG00000154783	0	1	0	0	42	1	1	3990	0	0
ENSG00000225733	2015	407	1832	1785	2694	3205	3296	4451	1412	1341
ENSG00000177463	1446	245	1375	1205	1566	3138	2556	4110	823	764
ENSG00000131368	924	194	436	1507	690	1406	880	2098	834	875
ENSG00000131381	814	128	825	1019	695	1476	1156	1172	637	727
ENSG00000228874	0	0	0	0	0	5	0	0	0	0
ENSG00000227578	0	0	0	0	0	0	3	0	0	0
ENSG00000230524	20	2	38	7	31	39	47	34	3	7
ENSG00000131375	1731	185	1243	1596	978	1216	2636	1655	1302	1258
ENSG00000224660	386	16	241	447	94	284	538	448	204	204
ENSG00000131370	587	1	691	561	4	993	607	456	437	438
ENSG00000201162	0	0	0	0	0	0	0	0	0	0
ENSG00000226427	0	0	0	3	0	0	2	0	3	1
ENSG00000206562	254	63	291	259	237	482	400	489	229	220
ENSG00000144597	959	175	1148	1115	1080	2050	1482	2262	889	834
ENSG00000206926	0	0	1	0	0	0	0	0	0	0
ENSG00000249786	8	1	5	7	7	16	4	4	5	2
ENSG00000206561	29	1	32	57	5	88	51	35	9	19
ENSG00000263573	0	0	0	0	0	0	0	0	2	0
ENSG00000241064	1	0	0	1	0	0	0	0	0	0
ENSG00000131373	544	58	417	617	278	578	782	667	384	428
ENSG00000169814	166	29	228	176	145	172	239	563	115	130
ENSG00000206560	2085	304	1266	1753	1328	2863	2795	4082	1187	1138
ENSG00000264354	5	0	0	4	1	2	6	4	2	1
ENSG00000279465	0	0	0	0	0	0	0	0	0	0
ENSG00000270409	0	0	0	0	0	0	0	0	0	0
ENSG00000263740	208	153	757	118	1004	1914	219	1480	389	491
ENSG00000207815	4	0	1	8	0	8	19	3	0	2
ENSG00000224728	23	4	13	27	9	17	36	23	4	13
ENSG00000131386	0	0	1	0	0	1	0	0	0	0
ENSG00000154813	227	75	165	287	395	470	249	800	260	230
ENSG00000154814	321	139	215	454	438	452	378	578	294	288
ENSG00000270739	0	0	0	0	0	0	0	0	0	0
ENSG00000131378	0	0	0	0	0	106	0	2	0	0
ENSG00000271964	16	2	6	20	7	7	13	19	5	10
ENSG00000272498	2	4	4	37	10	11	6	15	5	4
ENSG00000272529	11	0	2	15	9	5	5	14	2	2
ENSG00000269391	0	0	0	0	0	0	0	0	0	0
ENSG00000233570	0	0	0	0	0	0	0	0	0	0
ENSG00000092345	0	0	0	0	0	0	0	0	0	0
ENSG00000229271	0	0	0	0	0	0	0	0	0	0
ENSG00000224039	0	0	0	0	0	0	0	0	0	0
ENSG00000154822	20	3	38	7	48	234	33	1	14	18
ENSG00000283885	0	0	0	0	0	0	0	0	0	0
ENSG00000226441	0	0	0	0	0	0	0	0	0	0
ENSG00000131374	1025	368	1366	830	2226	3368	1871	3349	617	630
ENSG00000231780	0	0	0	0	0	0	0	0	0	0
ENSG00000227309	0	0	0	0	0	0	0	0	0	0
ENSG00000271841	0	0	0	0	0	0	0	0	0	0
ENSG00000233133	9	0	1	3	4	9	1	3	0	0
ENSG00000213383	3	2	1	6	0	2	5	2	2	2
ENSG00000214286	0	0	0	0	0	0	0	1	0	0
ENSG00000226238	0	0	0	0	0	7	0	13	0	0
ENSG00000274840	0	0	0	0	0	36	0	35	0	0
ENSG00000182568	352	5	628	189	64	314	861	1550	193	179
ENSG00000272477	5	0	5	2	1	2	9	5	3	1
ENSG00000228956	2	0	12	6	9	3	12	19	1	2
ENSG00000236570	4	2	1	4	2	4	3	1	1	3
ENSG00000251761	0	0	0	0	0	0	0	0	0	0
ENSG00000183960	15	2	17	5	15	1	65	800	1	1
ENSG00000271898	0	0	0	0	0	0	0	0	0	0
ENSG00000163576	20	2	52	10	10	10	52	7	3	4
ENSG00000232953	12	1	5	5	1	8	15	1	1	0
ENSG00000144566	1257	222	1117	712	1275	1780	1762	1734	793	783
ENSG00000183977	0	0	0	0	0	0	0	0	0	0
ENSG00000201545	2	0	1	1	0	0	6	0	1	0
ENSG00000230697	0	0	0	0	0	0	0	0	0	0
ENSG00000229468	3	1	0	0	1	1	1	0	0	0
ENSG00000114166	540	21	555	282	183	220	784	271	225	208
ENSG00000266745	4	0	0	2	0	0	3	2	0	0
ENSG00000129810	980	155	582	845	552	687	838	811	726	745
ENSG00000231304	29	0	12	6	2	3	37	1	4	5
ENSG00000199577	0	0	0	0	0	0	0	0	0	0
ENSG00000261734	14	0	12	3	0	4	9	3	1	3
ENSG00000206807	0	0	0	0	0	0	0	0	0	0
ENSG00000282987	0	0	0	0	0	0	0	0	0	0
ENSG00000236380	0	0	0	0	0	0	0	0	0	0
ENSG00000151789	0	0	0	0	1	0	0	2	0	0
ENSG00000225542	0	0	0	0	0	0	0	0	0	0
ENSG00000223351	0	0	0	0	0	0	0	1	0	0
ENSG00000132967	260	65	11	427	88	321	256	237	28	23
ENSG00000234723	0	0	0	0	0	0	0	7	0	0
ENSG00000271235	0	0	0	0	0	0	0	1	0	0
ENSG00000226183	0	0	0	0	0	0	0	0	0	0
ENSG00000231915	0	0	0	0	0	0	0	0	0	0
ENSG00000215016	0	0	0	0	0	0	0	0	0	0
ENSG00000233153	0	0	1	0	0	1	0	2	0	0
ENSG00000182247	579	140	399	358	883	686	874	392	247	268
ENSG00000206728	9	2	9	10	2	5	20	3	6	2
ENSG00000228171	0	0	0	0	0	0	0	0	0	0
ENSG00000252562	0	0	0	0	0	0	0	0	0	0
ENSG00000212269	0	0	0	0	0	0	0	0	0	0
ENSG00000223791	2	0	4	1	3	0	5	1	2	3
ENSG00000170142	2439	342	1607	1257	1768	2026	3423	2520	1366	1240
ENSG00000231395	0	0	0	3	1	0	0	0	2	0
ENSG00000197885	204	48	148	253	158	540	209	185	236	207
ENSG00000174748	15121	1368	9374	12755	9909	29216	26863	33988	7037	6497
ENSG00000174738	1444	502	2325	849	2554	4393	2848	1728	782	755
ENSG00000224074	0	0	0	0	0	0	0	0	0	0
ENSG00000242109	0	0	0	0	0	0	0	0	0	0
ENSG00000151090	0	46	0	0	146	133	0	17	0	0
ENSG00000229756	0	0	0	0	0	0	0	0	0	0
ENSG00000224822	0	0	0	0	0	3	0	0	0	0
ENSG00000228791	0	0	0	0	1	2	0	2	0	0
ENSG00000272554	0	0	0	0	0	0	0	0	0	0
ENSG00000265028	0	0	0	0	0	0	0	0	0	0
ENSG00000233544	0	0	0	0	0	0	0	0	0	0
ENSG00000237838	0	0	0	0	0	0	0	0	0	0
ENSG00000244404	0	0	0	0	0	0	0	0	0	0
ENSG00000201713	0	0	0	0	0	0	0	0	0	0
ENSG00000077092	0	1	0	0	1	1	0	105	0	0
ENSG00000213877	0	0	0	0	0	0	0	0	0	0
ENSG00000201962	0	0	0	0	0	0	0	0	0	0
ENSG00000229421	0	0	0	0	0	0	0	0	0	0
ENSG00000272166	0	0	0	0	0	0	0	0	0	0
ENSG00000077097	5349	776	3694	3852	4420	6761	6724	9091	3894	3545
ENSG00000275227	13	2	7	8	2	8	20	6	4	4
ENSG00000283971	6	0	0	7	2	6	4	6	0	0
ENSG00000238225	0	0	0	0	0	0	0	0	0	0
ENSG00000151092	685	158	571	755	624	819	906	1122	602	556
ENSG00000213872	0	0	0	0	0	0	0	0	0	0
ENSG00000213871	0	0	0	0	0	0	1	0	0	0
ENSG00000151093	241	45	237	226	204	347	317	320	212	195
ENSG00000230891	0	0	0	0	0	0	0	0	0	0
ENSG00000234158	0	0	0	0	0	0	0	2	0	0
ENSG00000237603	0	0	0	0	0	0	0	0	0	0
ENSG00000230465	0	0	0	0	0	0	0	0	0	0
ENSG00000225386	0	0	0	0	0	0	0	0	0	0
ENSG00000179796	0	0	0	0	0	0	0	0	0	0
ENSG00000234165	0	0	0	0	0	0	0	0	0	0
